Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
1.4881e-01,0.0260719
1.4884e-01,0.0254281
1.4887e-01,0.0263031
1.4890e-01,0.02495
1.4894e-01,0.0245406
1.4897e-01,0.0240281
1.4900e-01,0.02525
1.4903e-01,0.0265969
1.4906e-01,0.0266125
1.4910e-01,0.0261906
1.4913e-01,0.0256969
1.4916e-01,0.0246469
1.4919e-01,0.0232906
1.4922e-01,0.0234406
1.4926e-01,0.0242969
1.4929e-01,0.0239844
1.4932e-01,0.0248344
1.4935e-01,0.0244625
1.4938e-01,0.0244469
1.4942e-01,0.0241375
1.4945e-01,0.0233125
1.4948e-01,0.0240375
1.4951e-01,0.0240156
1.4954e-01,0.0241625
1.4958e-01,0.0231062
1.4961e-01,0.0236719
1.4964e-01,0.0231469
1.4967e-01,0.0226469
1.4970e-01,0.0221406
1.4974e-01,0.0225062
1.4977e-01,0.0226812
1.4980e-01,0.0224
1.4983e-01,0.0231906
1.4986e-01,0.0234312
1.4990e-01,0.0241844
1.4993e-01,0.0229375
1.4996e-01,0.0223469
1.4999e-01,0.0218781
1.5002e-01,0.0221156
1.5006e-01,0.0225937
1.5009e-01,0.0223219
1.5012e-01,0.0230812
1.5015e-01,0.0231094
1.5018e-01,0.0229344
1.5022e-01,0.0227781
1.5025e-01,0.0223062
1.5028e-01,0.0225375
1.5031e-01,0.0225719
1.5034e-01,0.0232906
1.5038e-01,0.0230625
1.5041e-01,0.0233219
1.5044e-01,0.023075
1.5047e-01,0.022925
1.5050e-01,0.0224812
1.5054e-01,0.0226937
1.5057e-01,0.0222656
1.5060e-01,0.0218281
1.5063e-01,0.0226031
1.5066e-01,0.0225094
1.5070e-01,0.0224906
1.5073e-01,0.0231625
1.5076e-01,0.0226562
1.5079e-01,0.0225812
1.5082e-01,0.0225406
1.5086e-01,0.0232156
1.5089e-01,0.0231781
1.5092e-01,0.023875
1.5095e-01,0.0239562
1.5098e-01,0.0237281
1.5102e-01,0.0242156
1.5105e-01,0.0237812
1.5108e-01,0.0232781
1.5111e-01,0.0232062
1.5114e-01,0.0232125
1.5118e-01,0.0231281
1.5121e-01,0.0237281
1.5124e-01,0.0230719
1.5127e-01,0.0231531
1.5130e-01,0.0226562
1.5134e-01,0.0236187
1.5137e-01,0.02315
1.5140e-01,0.0227125
1.5143e-01,0.0227594
1.5146e-01,0.0231969
1.5150e-01,0.02245
1.5153e-01,0.0225531
1.5156e-01,0.0227969
1.5159e-01,0.02325
1.5162e-01,0.0241406
1.5166e-01,0.0241
1.5169e-01,0.0241937
1.5172e-01,0.0236937
1.5175e-01,0.023175
1.5178e-01,0.023225
1.5182e-01,0.0229187
1.5185e-01,0.0228
1.5188e-01,0.0230906
1.5191e-01,0.0229437
1.5194e-01,0.0228
1.5198e-01,0.0230031
1.5201e-01,0.0229312
1.5204e-01,0.0229656
1.5207e-01,0.0231437
1.5210e-01,0.0235281
1.5214e-01,0.0232187
1.5217e-01,0.0226031
1.5220e-01,0.0232531
1.5223e-01,0.0229469
1.5226e-01,0.0225
1.5230e-01,0.0221406
1.5233e-01,0.0227469
1.5236e-01,0.0231219
1.5239e-01,0.023375
1.5242e-01,0.0236219
1.5246e-01,0.0228344
1.5249e-01,0.0229
1.5252e-01,0.0232687
1.5255e-01,0.02295
1.5258e-01,0.0230156
1.5262e-01,0.0222844
1.5265e-01,0.022925
