Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH1
1.5506e-01,0.0520156
1.5509e-01,0.0494688
1.5512e-01,0.0466094
1.5515e-01,0.04475
1.5518e-01,0.0426563
1.5522e-01,0.0397344
1.5525e-01,0.0375625
1.5528e-01,0.0354219
1.5531e-01,0.0338594
1.5534e-01,0.0305313
1.5538e-01,0.0304063
1.5541e-01,0.029375
1.5544e-01,0.0286563
1.5547e-01,0.0283594
1.5550e-01,0.0278594
1.5554e-01,0.0273281
1.5557e-01,0.0283906
1.5560e-01,0.0290625
1.5563e-01,0.0299688
1.5566e-01,0.0315625
1.5570e-01,0.0318906
1.5573e-01,0.0338594
1.5576e-01,0.0350938
1.5579e-01,0.0350938
1.5582e-01,0.036
1.5586e-01,0.0372969
1.5589e-01,0.0390469
1.5592e-01,0.0415938
1.5595e-01,0.0422344
1.5598e-01,0.0440469
1.5602e-01,0.0456875
1.5605e-01,0.0494375
1.5608e-01,0.0530469
1.5611e-01,0.0568125
1.5614e-01,0.0598906
1.5618e-01,0.064625
1.5621e-01,0.0688125
1.5624e-01,0.074375
1.5627e-01,0.07875
1.5630e-01,0.0842031
1.5634e-01,0.0898906
1.5637e-01,0.0928438
1.5640e-01,0.0966875
1.5643e-01,0.101063
1.5646e-01,0.105766
1.5650e-01,0.108531
1.5653e-01,0.112172
1.5656e-01,0.115609
1.5659e-01,0.120891
1.5662e-01,0.120953
1.5666e-01,0.120813
1.5669e-01,0.121516
1.5672e-01,0.122703
1.5675e-01,0.118984
1.5678e-01,0.115844
1.5682e-01,0.113453
1.5685e-01,0.109359
1.5688e-01,0.104672
1.5691e-01,0.0991406
1.5694e-01,0.0948125
1.5698e-01,0.0899063
1.5701e-01,0.0843281
1.5704e-01,0.07975
1.5707e-01,0.076
1.5710e-01,0.0724688
1.5714e-01,0.0705156
1.5717e-01,0.0698281
1.5720e-01,0.0664531
1.5723e-01,0.0661406
1.5726e-01,0.0648125
1.5730e-01,0.063
1.5733e-01,0.06325
1.5736e-01,0.0621719
1.5739e-01,0.0614219
1.5742e-01,0.0601719
1.5746e-01,0.0595313
1.5749e-01,0.0609063
1.5752e-01,0.0619531
1.5755e-01,0.0628438
1.5758e-01,0.0636719
1.5762e-01,0.0650469
1.5765e-01,0.0682031
1.5768e-01,0.0705313
1.5771e-01,0.0745469
1.5774e-01,0.0784844
1.5778e-01,0.0833125
1.5781e-01,0.08925
1.5784e-01,0.0949219
1.5787e-01,0.103016
1.5790e-01,0.110422
1.5794e-01,0.117406
1.5797e-01,0.127234
1.5800e-01,0.137922
1.5803e-01,0.148313
1.5806e-01,0.158859
1.5810e-01,0.169156
1.5813e-01,0.181453
1.5816e-01,0.199328
1.5819e-01,0.210859
1.5822e-01,0.222641
1.5826e-01,0.235016
1.5829e-01,0.246266
1.5832e-01,0.256078
1.5835e-01,0.266766
1.5838e-01,0.273922
1.5842e-01,0.280203
1.5845e-01,0.284094
1.5848e-01,0.284672
1.5851e-01,0.281219
1.5854e-01,0.277688
1.5858e-01,0.271844
1.5861e-01,0.260297
1.5864e-01,0.246625
1.5867e-01,0.229531
1.5870e-01,0.215656
1.5874e-01,0.199328
1.5877e-01,0.184547
1.5880e-01,0.169188
1.5883e-01,0.153953
1.5886e-01,0.139078
1.5890e-01,0.129031
1.5893e-01,0.116563
1.5896e-01,0.106922
1.5899e-01,0.0967969
1.5902e-01,0.0901563
1.5906e-01,0.0833125
1.5909e-01,0.078375
1.5912e-01,0.0756563
1.5915e-01,0.070375
1.5918e-01,0.0663438
1.5922e-01,0.0652656
1.5925e-01,0.0635313
1.5928e-01,0.0619375
1.5931e-01,0.0605625
1.5934e-01,0.0610938
1.5938e-01,0.0608281
1.5941e-01,0.0624688
1.5944e-01,0.0640781
1.5947e-01,0.0633125
1.5950e-01,0.065125
1.5954e-01,0.0691406
