Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH1
1.3390e-01,0.0356797
1.3393e-01,0.0335078
1.3396e-01,0.0352578
1.3399e-01,0.0370547
1.3402e-01,0.0364062
1.3406e-01,0.0353906
1.3409e-01,0.0365156
1.3412e-01,0.0363906
1.3415e-01,0.0357578
1.3418e-01,0.0354687
1.3422e-01,0.0336094
1.3425e-01,0.0333906
1.3428e-01,0.0326797
1.3431e-01,0.0341484
1.3434e-01,0.0346875
1.3438e-01,0.0329844
1.3441e-01,0.0333594
1.3444e-01,0.0333672
1.3447e-01,0.0351719
1.3450e-01,0.0330625
1.3454e-01,0.0345312
1.3457e-01,0.0347734
1.3460e-01,0.0368281
1.3463e-01,0.0348906
1.3466e-01,0.0361172
1.3470e-01,0.0343906
1.3473e-01,0.0341016
1.3476e-01,0.0385937
1.3479e-01,0.0385
1.3482e-01,0.0378594
1.3486e-01,0.0385234
1.3489e-01,0.0362109
1.3492e-01,0.0367109
1.3495e-01,0.0366797
1.3498e-01,0.0333984
1.3502e-01,0.0346094
1.3505e-01,0.0347266
1.3508e-01,0.0348047
1.3511e-01,0.0361016
1.3514e-01,0.0371641
1.3518e-01,0.0404766
1.3521e-01,0.0415
1.3524e-01,0.0418359
1.3527e-01,0.0419609
1.3530e-01,0.0399766
1.3534e-01,0.0436172
1.3537e-01,0.0434297
1.3540e-01,0.0448125
1.3543e-01,0.0461016
1.3546e-01,0.0429219
1.3550e-01,0.0432344
1.3553e-01,0.0486172
1.3556e-01,0.0482422
1.3559e-01,0.0455391
1.3562e-01,0.0452734
1.3566e-01,0.0498359
1.3569e-01,0.0493125
1.3572e-01,0.0453359
1.3575e-01,0.0464531
1.3578e-01,0.0457578
1.3582e-01,0.0466484
1.3585e-01,0.0445703
1.3588e-01,0.0511562
1.3591e-01,0.0543437
1.3594e-01,0.0529219
1.3598e-01,0.0463516
1.3601e-01,0.0492578
1.3604e-01,0.0497578
1.3607e-01,0.0512422
1.3610e-01,0.0517891
1.3614e-01,0.0456484
1.3617e-01,0.0463906
1.3620e-01,0.0472031
1.3623e-01,0.0419531
1.3626e-01,0.0402969
1.3630e-01,0.0376875
1.3633e-01,0.0394687
1.3636e-01,0.0377031
1.3639e-01,0.0377891
1.3642e-01,0.0358906
1.3646e-01,0.0366016
1.3649e-01,0.0432969
1.3652e-01,0.0478125
1.3655e-01,0.0506172
